College Code,College Name,Email,Phone,Address
3223,SHUKURERHAT COLLEGE,shukurerhatcollege@yahoo.com,01309127662,"SHUKURER HAT, Rangpur"
3224,MIRZAPUR BASIRUDDIN COLLEGE,mirzapurbdcollege@yahoo.com,01718783856,"Village: Mirzapur, Post Office: Deulpara Via Bamandanga, Upazila: Mithapukur, District: Rangpur., Rangpur"
3225,CHAWKESABPUR COLLEGE,chakisabpurdegreecollege@yahoo.com,01716355704,"CHANDANPAT, Rangpur"
3226,BHENDA BARI COLLEGE,bhendabaricollege@yahoo.com,01730165196,"P.O.:BHENDABARI,Upazill: Pirganj, Dist.: Rangpur, Rangpur"
3227,PAIRABANDH GOVT. BEGUM ROKEYA SMRITI COLLEGE,pbrscollege@gmail.com,01714524020,"Vill: Khorddo Muradpur, Post: Begum Rokeya Smrite, Upazilla: Mithapukur, Dist: Rangpur., Rangpur"
3228,CHATRA COLLEGE,Chatra_college@yahoo.com,01718826948,"CHATRA DEGREE COLLEGE, PIRGANJ, RANGPUR, Rangpur"
3229,RADHAKRISHNAPUR COLLEGE,priradhakrishnapurc@gmail.com,01712554775,"VILL-RADHA KRISHNAPUR, Post-kerinirhat,Sadar Rangpur., Rangpur"
3230,KUTUBPUR COLLEGE,college.kutubpur@gmail.com,01712932727,"POST-NATARAM, UPAZILLA-BADARGONJ, RANGPUR ., Rangpur"
3231,PEERGACHHA MAHILA COLLEGE,pirgachamohilacollege.pir_rang@yahoo.com,01309127770,"PEERGACHHA MAHILA COLLEGE, PEERGACHHA, RANGPUR, Rangpur"
3232,BALARHAT ADARSHA DEGREE COLLEGE,balarhatadarshacollege@gmail.com,01714516791,"BALARHAT, MITHAPUKUR, RANGPUR, Rangpur"
3233,MIRBAGH DEGREE COLLEGE,mirbaghdegreecollege@yahoo.com,01309127359,"Mirbagh, Post: Mirbagh, P.S; Kaunia, Dist: Rangpur., Rangpur"
3234,DEVI CHOWDHURANI DEGREE COLLEGE,dcdcollege@gmail.com,01747836991,"CHOWDHURANI, Rangpur"
3235,BAKSHIGANJ DEGREE COLLEGE,bakshiganjcollege@yahoo.com,01715249475,"POST-AFTABABAD, UPAZILLA-BADARGANJ, DIST-RANGPUR, Rangpur"
3236,BAIRATI DEGREE COLLEGE,bairaticoll@yahoo.com,01716110964,"BAIRATI HAT, UPA ZILLA : MITHAPUKUR, DIST. : RANGPUR., Rangpur"
3237,KHALASHPIR GOVT. BANGABANDHU COLLEGE,kbdc97@gmail.com,01714333112,"LAXIMPUR TAKURDAS. KHALASHPIR, Rangpur"
3238,AKHIRAHAT DEGREE COLLEGE,ahc.college93@gmail.com,01309127667,"LALPUKUR, MITHAPUKUR, RANGPUR, Rangpur"
3239,DELTA COMPUTER SCIENCE COLLEGE,gm.rangpur@yahoo.com,052165992,"DELTA MORE, R.K. ROAD, RANGPUR CITY, RANGPUR., Rangpur"
3240,GANGACHARA WOMEN'S DEGREE COLLEGE,gwcollege1997@gmail.com,0522356113,"VILL : GANGACHARA, Rangpur"
3241,EKARCHALI COLLEGE,ikarchalidegreecollege@gmail.com,01713731183,"EKARCHALI, Rangpur"
3242,RANGPUR LAW COLLEGE,rangpurlaw64@gmail.com,01713768660,"GOPTOPARA,, Rangpur"
3243,RANGPUR ADARSHA B. ED. COLLEGE,0,,"0, Rangpur"
3244,GOVT. TEACHERS' TRAINING COLLEGE,rangpurttc98@gmail.com,02588809091,"DHAP, LALKHUTHI, RANGPUR, Rangpur"
3245,RANGPUR TEACHERS TRAINING COLLEGE,0,,"0, Rangpur"
3246,RANGPUR B. P. ED. COLLEGE,principal8686@gmail.com,01714120246,"MODERN MORE, Rangpur"
3247,PAKURIA SHARIF COLLEGE,pakuriasharifcollege@gmail.com,01716305441,"VILL : PAKURIA SHARIF, Rangpur"
3248,HARAGACH MODEL DEGREE COLLEGE,hmdc1998@gmail.com,01719710078,"HARAGACH POUROSHAVA, Rangpur"
3249,RAHIM UDDIN BHARASA WOMEN'S COLLEGE,ruvwcpr@gmail.com,01309127771,"PIRGACHHA, RANGPUR, Rangpur"
3250,CHHARAN COLLEGE,chharancollege045@gmail.com,01719360039,"Vill: Hasia Chharan, Post: Chharan-5460, P.S: Mithapukur, Rangpur, Rangpur"
3251,LALDIGHI PIRPAL COLLEGE,laldighipirpalcollege05@gmail.com,01718200850,"POST: MONDOL PARA, Rangpur"
3252,NORTHBENGAL INSTITUTE OF DEVELOPMENT STUDIES (NIDS),sarkarshital@gmail.com,052155512,"NIDS Bhaban, Road 2/3, R. K Road, Dorshona mour, Rangpur, Rangpur"
3253,UPOMA INSTITUTE OF SCIENCE AND TECHNOLOGY,uist2016@gmail.com,01765002740,"MODERN MORE, CADET COLLEGE, Rangpur"
3254,MADARGONJ DEGREE COLLEGE,madarjongdegreecollege1987@gmail.com,01712160020,"MADARGONJ, PIRGONJ, RANGPUR., Rangpur"
3255,RANGPUR INSTITUTE OF INFORMATION TECHNOLOGY,alam.rangpur@yahoo.com,01860068534,"CHARTOLA MOR, COLLEGE ROAD, RANGPUR,"
3301,GAIBANDHA GOVT. COLLEGE,gaibandhagovtcollege@yahoo.com,02588877379,"COLLEGE ROAD, THANA PARA, GAIBANDHA, Gaibandha"
3302,GAIBANDHA GOVT. MAHILA COLLEGE,info.ggmcg@gmail.com,02589980133,"D.B ROAD, Gaibandha"
3303,GAIBANDHA ADARSHA COLLEGE,gaibandhaadarshacollege3303@gmail.com,0541737,"GAIBANDHA, POUROSHOVA, Gaibandha"
3304,BONARPARA GOVT. COLLEGE,bonarparadegreecollege@yahoo.com,01718844748,"BONARPARA, SHAGHATA, GAIBANDHA, Gaibandha"
3305,SUNDARGANJ DEED WRITER GOVT. COLLEGE,sundarganjdwdc@gmail.com,0542764075,"SUNDARGANJ Pouroshova, Gaibandha., Gaibandha"
3306,KAMDIA NURUL HAQUE DEGREE COLLEGE,kamdianuralhaquedegreecollege@yahoo.com,01715804896,"KAMDIA, GOBINDAGANJ, GAIBANDHA, Gaibandha"
3307,GOBINDAGANJ MAHILA COLLEGE,gmc_3307gaibandha@yahoo.com,0542375087,"GOBINDAGANJ, Gaibandha"
3308,GOBINDAGANJ GOVERNMENT COLLEGE,principal.gc.1965@gmail.com,01770222129,"BORDHANKUTI, Gaibandha"
3309,SADULLAPUR GOVT. COLLEGE,principalsdc_72@yahoo.com,0542556086,"P.O & P.S. SADULLAPUR .DIST.GAIBANDHA, Gaibandha"
3310,NOLDANGA COLLEGE,naldanga121538degreecollege@gmail.com,01309121538,"NALDANGA, SADULLAPUR, Gaibandha"
3311,PALASHBARI GOVT. COLLEGE,palashbari.college@yahoo.com,0542456258,"PALASHBARI GOVT. COLLEGE, PALASHBARI, GAIBANDHA., Gaibandha"
3312,POLASH BARI ADARSHA COLLEGE,adarshacollege.palashbari@gmail.com,01719826994,"PALASHBARI,GAIBANDHA, Gaibandha"
3313,SHAH AJGAR ALI COLLEGE,rubel_pra@yahoo.com,01714750602,"DHAPERHAT, Gaibandha"
3314,SUNDARGANJ MAHILA COLLEGE,sundarganjmc@gmail.com,0542764292,"SUNDARGANJ POUROSHAVA, SUNDARGANJ, GAIBANDHA., Gaibandha"
3315,DHARMAPUR ABDUL JABBAR COLLEGE,collegedaj1986@gmail.com,01740815360,"Dhormopur, Sundorgon, Gaibandha, Gaibandha"
3316,BELKA COLLEGE,belkadc@gmail.com,01713864888,"BELKA, Gaibandha"
3317,SAGHATA COLLEGE,saghatacollege@yahoo.com,01715367482,"SAGHATA, Gaibandha"
3318,PHOOLCHHARI GOVT. COLLEGE,fdc1991@gmail.com,01718400596,"POST:BHARATKHALI,FULCHARI,GAIBANDHA., Gaibandha"
3319,SHAHARGACHI ADARSHA DEGREE COLLEGE,sadcollege86@yahoo.com,01737175050,"SHAHARGACHI,Gobindogonj, Gaibandha., Gaibandha"
3320,TULSHI GHAT SHAMSOL HAQUE DEGREE COLLEGE,tulshighat.sh.degreecollege@gmail.com,01749503015,"TULSHIGHAT, Gaibandha"
3321,SOBHAGANJ DEGREE COLLEGE,sobhagonjdegreecollege@gmail.com,01713783848,"SOBHAGANJ, Gaibandha"
3322,KONCHIPARA MAHABIDYALAY,kanchiparacollege@yahoo.com,01717852437,"Kanchipara , Bhowanigonj, Fulchhari, Gaibandha, Gaibandha"
3323,GAIBANDHA LAW COLLEGE,gaibandhalawcollege@gmail.com,01820969954,"DB ROAD, GAIBANDHA, Gaibandha"
3324,SADULLAPUR GIRL'S COLLEGE,sadullapurgirlscollege@gmail.com,0542556089,"SADULLAPUR, Gaibandha"
3325,GOBINDAGANJ SHIKKHAK PROSHIKHAN COLLEGE,ttcgobin@yahoo.com,0542375077,"51, SHAPTABARNA, THANA ROAD, GOBINDAGANJ, GAIBANDHA, Gaibandha"
3326,SAFIA-ASAB B. P. ED. & LIBRARY & INFORMATION SCIENCE COLLEGE,c3326@nu.ac.bd,01714751499,"Lincoln Point. Uttara Plaza.  Mohimagonj road, Gobindagonj . Gobindganj.  Gaibandha, Gaibandha"
3327,FAKIRHAT SHAHID SMRITI DEGREE COLLEGE,fssdegreecollege@gmail.com,01724932753,"VILL. BALABAMUNIA , P.O. FAKIRHAT-5730, Gaibandha"
3328,HAJI OSMAN GANI COLLEGE,hajiosmanganicollegedariapur@gmail.com,01712106064,"HAT DARIAPUR, Gaibandha"
3329,MOHIMAGONJ COLLEGE,mgdc1972@gmail.com,01717022777,"MOHIMAGONJ, Gaibandha"
3330,DHUBNI KANCHIBARI DEGREE COLLEGE,dhubnidc@gmail.com,01755566248,"DHUBNI BAZAR, Gaibandha"
3331,BAMANDANGA ABDUL HAQUE COLLEGE,bahcollage@gmail.com,0,"Village: Monmoth, Post Office: Bamandanga, Upazila: Sundarganj, District: Gaibandha., Gaibandha"
3332,MOHIPUR BAZAR COLLEGE,mohipurbdegreecollege121540@gmail.com,01718789453,"MOHIPUR BAZAR-5730, SADULLAPUR, GAIBANDHA, Gaibandha"
3333,UDAYAN WOMENS COLLEGE,udayanwomenscollege@gmail.com,01716083597,"PUTIMARI, KHAMAR DHANARUHA, Gaibandha"
3334,PALASHBARI WOMENS COLLEGE,palashbariwomenscollege@yahoo.com,017282490044,"PALASHBARI, Gaibandha"
3335,JUMARBARI ADARSHA COLLEGE,jumarbaridegreecollege@gmail.com,01820513752,"VILL: JUNGALIA POST: BAROKONA DIST: GAIBANDHA, Gaibandha"
3336,NAKAIHAT COLLEGE,nakaihatcollege@gmail.com,00,"Gobindaganj, Gaibandha, Gaibandha"
3401,DINAJPUR GOVT. COLLEGE,principal@dgc.edu.bd,02588817722,"SUIHARI, SADAR, DINAJPUR, Dinajpur"
3402,PARBATIPUR ADARSHA COLLEGE,parbatipuradarshacollege@yahoo.com,0533474261,"NUTONBAZAR , PARBATIPUR,  DINAJPUR, Dinajpur"
3403,DINAJPUR GOVT. MAHILA COLLEGE,dgmc7980@yahoo.com,01339469171,"SOUTH BALUBARI,, Dinajpur"
3404,NAWABGANJ MAHILA COLLEGE,nawabgonjcollege2010@gmail.com,01718774807,"NAWABGONJ, Dinajpur"
3405,K. B. M. COLLEGE,kbm_college@yahoo.com,053163303,"PULHAT SADAR DINAJPUR, Dinajpur"
3406,ADARSHA COLLEGE,c3406@nu.ac.bd,02589924296,"GHASHIPARA, DINAJPUR SADAR, DINAJPUR, Dinajpur"
3407,DAUDPUR COLLEGE,daudpurcollege7869@gmail.com,00,"Post: Daudpur, Dinajpur"
3408,PARBATIPUR DEGREE COLLEGE,pbtcdin@gmail.com,0533474356,"ABBASPARA, Dinajpur"
3409,BIROL GOVT. COLLEGE,birolcollegebd@gmail.com,01711033331,"Thana- Birol, Dist- Dinajpur, Dinajpur"
3410,PHOOLBARI GOVT. COLLEGE,PHULBARIGOVT.COLLEGE@YAHOO.COM,0532756217,"PHOOLBARI, Dinajpur, Bangladesh, Dinajpur"
3411,BIRAMPUR GOVT. COLLEGE,birampurgovt.college8818@gmail.com,0532256409,"CHANDPUR,BIRAMPUR. DINAJPUR., Dinajpur"
3412,"AFTABGANJ DEGREE COLLEGE, NAWABGANJ",aftabgonjcollege@gmail.com,01714690791,"AFTABGANJ. NAWAB GANJ. DINAJ PUR, Dinajpur"
3413,NAWABGANJ COLLEGE,ndc7726@gmail.com,0533356118,"POST- NAWABGANJ,UPAZILA-NAWABGANJ,DIST-DINAJPUR, Dinajpur"
3414,HAKIMPUR DEGREE COLLEGE,hakimpurdegreecollege@gmail.com,0532975015,"BANGLA HILI, HAKIMPUR, DINAJPUR., Dinajpur"
3415,GHORAGHAT GOVT. COLLEGE,gdcdinajpur@yahoo.com,0,"OSMANPUR, Dinajpur"
3416,RANIGANJ MAHILA COLLEGE,ranigonjclc@yahoo.com,01309120500,"VILL. SINGRA, POST. HATSHYAMGANJ, Dinajpur"
3417,BIRGANJ GOVT. COLLEGE,birgonjdegreecollege@gmail.com,01309120127,"BIRGANJ, DINAJPUR, Dinajpur"
3418,SETABGANJ GOVT. COLLEGE,setabganjdegreecollege@gmail.com,0532573074,"Post: Setabganj, Upazila: Bochaganj, Dist: Dinajpur., Dinajpur"
3419,"ICHHAMATI COLLEGE, RANIRBANDAR",ichhamaticollege1972@gmail.com,01714909936,"RANIRBANDAR. CHIRIRBANDAR. DINAJPUR, Dinajpur"
3420,CHIRIBANDER GOVT. COLLEGE,akhtarabegum1959@gmail.com,01726964077,"ABDULPUR, CHIRIRBANDAR, DINAJPUR, Dinajpur"
3421,PAKERHAT GOVERNMENT COLLEGE,pakerhatdegreecollage@yahoo.com,01724443426,"PAKERHAT/ KHANSHAMA/ DINAJPUR, Dinajpur"
3422,"BHABANIPUR COLLEGE, PARBATIPUR",bhabanipurcollege1690@gmail.com,01309121061,"BHABANIPUR BAZAR, PARBATIPUR, DINAJPUR, Dinajpur"
3423,AMBARI COLLEGE,ambaricollege@gmail.com,01718879279,"AMBARI,PARBATIPUR,DINAJPUR, Dinajpur"
3424,MOGARPARA DEGREE COLLEGE,mogarparacollege95@gmail.com,01715367391,"MOGARPARA, NAWABGONJ, DINajPUR.
, Dinajpur"
3425,BIRAMPUR MAHILA COLLEGE,womencollegebirampur@gmail.com,0532256566,"BIRAMPUR, Dinajpur"
3426,GHORAGHAT MAHILA COLLEGE,ghoraghatmohilacollege@yahoo.com,01714569593,"GHORAGHAT, DINAJPUR, Dinajpur"
3427,PANCHBARI MOKHLESUR RAHMAN COLLEGE,chief.pbc@gmail.com,01309120823,"POST. PANCHBARI  UPAZILLA-DINAJPUR SADAR DIST. DINAJPUR, Dinajpur"
3428,PHOOLBARI MAHILA COLLEGE,phulbarimohilacollege@yahoo.com,0532756355,"PHULBARI, DINAJPUR, BANGLADESH, Dinajpur"
3429,SHAHID SMRITI ADARSHA COLLEGE,shahidsmritydegreecollege@gmail.com,01711708979,"PHULBARI, DINAJPUR, Dinajpur"
3430,MAINUL HASSAN MAHABIDDALAYA,mainulhasancollege@yahoo.com,01714570122,"MANGALPUR,BIRAL,DINAJPUR, Dinajpur"
3431,KHOLAHATI COLLEGE,kholahaticollege1994@gmail.com,01716077763,"BIR UTTAM SHAHEED MAHBUB SHENANIBAS, Dinajpur"
3432,PARBATIPUR MAHILA COLLEGE,parbatipurmohilacollege@gmail.com,01717884014,"PARBATIPUR, DINAJPUR., Dinajpur"
3433,HAKIMPUR WOMEN'S COLLEGE,hakimpurmohilacollege@gmail.com,0532975212,"UTTAR BASHUDEBPUR, BANGLA HILI, HAKIMPUR, DINAJPUR., Dinajpur"
3434,JOYNANDA DEGREE COLLEGE,joynandadegreecollege3434@yahoo.com,01718409388,"POST:JOYNANDANHAT,U.P:KAHAROL,DIST:DINAJPUR, Dinajpur"
3435,DINAJPUR SANGEET COLLEGE,dsdc_dinajpur@yahoo.com,053164406,"CHAKBAZAR, DINAJPUR SADAR, DINAJPUR, Dinajpur"
3436,MONMATHPUR IDEAL COLLEGE,mideal.pbt@gmail.com,01309121057,"MONMATHPUR,"
3437,ICHHAMOTI WOMEN'S COLLEGE,ichamatimohilacollege@gmail.com,01712227611,"RANIRBANDAR, CHIRIRBANDAR, DINAJPUR,"
3438,KAHAROL WOMENS DEGREE COLLEGE,kaharolewomendegreecollege@gmail.com,01730990951,"KAROLE WOMENS DEGREE COLLEGE,"
3439,KATLA DEGREE COLLEGE,kdcbiram@yahoo.com,01712510212,"KATLAHAT,"
3440,HOSENPUR COLLEGE,hosenpurcollege3440@gmail.com,01197027401,"HOSENPUR,"
3441,DINAJPUR LAW COLLEGE,dinajpurlawcollege@gmail.com,053165182,"BALUBARI, DINAJPUR SADAR, DINAJPUR.,"
3442,PARBATIPUR B.ED. COLLEGE,hafizul_pbt@yahoo.com,01712933819,"NATUN BAZER, PO-Parbotipur, PS-Parbatipur,District-Dinajpur,"
3443,DINAJPUR SHIKKHAK PROSHIKHAN COLLEGE,MdKachi127@gmail.com,053151012,"BALUBARI, SADAR, DINAJPUR,"
3444,CHANDGANG DEGREE COLLEGE,chandganjcollege@gmail.com,01309120824,"MUJAHIDPUR,"
3445,KHANSAMA DEGREE COLLEGE,degckha@yahoo.com,01712534745,"GOBINDOPUR,"
3446,KAHAROL GOVT. COLLEGE,kaharolehscdcollege@gmail.com,01712709974,"PO. MOHARAJGONJ,"
3447,BIRGONJ MOHILA COLLEGE,birganjmohilacollege@gmail.com,01309120125,"BIRGANJ, DINAJPUR, Dinajpur"
3448,BIRAL MOHILA COLLEGE,birolmohilacollege@gmail.com,01309120201,"BIROL,DINAJPUR, Dinajpur"
3449,GOLAPGONJ DEGREE COLLEGE,golapgonjcollegebir@gmail.com,01715803793,"P.O. GOLAPGONJ HAT,, Dinajpur"
3450,KARENTHAT DEGREE COLLEGE,karenthatcollege@gmail.com,053152528,"CHIRIRBANDOR, DINAJPUR, Dinajpur"
3451,DEOGAON BOKULTALA COLLEGE,deogaonbokultalacollege@yahoo.com,01715508517,"VILLAGE- BATASON, POST- MURARIPUR, Dinajpur"
3452,KHANSAMA WOMENS COLLEGE,kwcdinajpur@gmail.com,01721461198,"POST+PS-KHANSAMA,Upazila-Khansama,Dist-Dinajpur., Dinajpur"
3453,PURBA MOLLIKPUR WOMENS COLLEGE,pmmdcollege@gmail.com,01717447882,"VILL: PURBBA MOLLIKPUR, P/O- SUNDARPURP.S: KAHAROLE, DIST: DINAJPUR., Dinajpur"
3454,KANCHAN NEW MODEL COLLEGE,knmc.principal@gmail.com,01712997950,"CHALK-KANCHAN,  P.O: KANCHAN, UPZ: BIROL, DIST: DINAJPUR, Dinajpur"
3455,JAGATPUR COLLEGE,jagatpurdegreecollege@gmail.com,01715138609,"BAZRAPUR, Dinajpur"
3456,AFTABGANJ MOHILA COLLEGE,aftabganjmohilacollege@gmail.com,01309120939,"CHAKMOHON, AFTABGANJ, NAWABGANJ, DINAJPUR., Dinajpur"
3457,BANGABANDHU GOVT. COLLEGE,bbcollege7678@gmail.com,0,"CHINTAMON, FULBARI, DINAJPUR, Dinajpur"
3458,HATRAMPUR COLLEGE,hatrampurcollege@gmail.com,01309120269,"HATRAMPUR, Dinajpur"
3459,DAXMIN KOTOALI COLLEGE,robiulhasan78@gmail.com,01309120817,"GODAGARI HAT, Dinajpur"
3460,S. F LIBRARY & INFORMATION SCIENCE COLLEGE,sflibrarycollegebd@gmail.com,01754165400,"BARA, MAGURA, B/KANCH DAH, NOYA PARA, Dinajpur"
3461,CHIRIRBANDAR WOMEN'S COLLEGE,chirirbandarwomencollege@gmail.com,,", Dinajpur"
3501,SHIBGANJ COLLEGE,shibganjcollege@gmail.com,056161541,"SHIBGANJ-5102, THAKURGAON SADAR.THAKURGAON.,"
3502,THAKURGAON GOVT. COLLEGE,thakurgaon_govt_college@yahoo.com,8802589932064,"THAKURGAON SADAR, THAKURGAON., Thakurgaon"
3503,THAKURGAON GOVT. MAHILA COLLEGE,tgmcprincipal@gmail.com,056153650,"HAZIPARA, THAKURGAON., Thakurgaon"
3504,RUHEA COLLEGE,ruheadegreecollege1972@yahoo.com,01309129304,"RUHEA,"
3506,RANISANKAIL COLLEGE,ranisankail.deg.college@gmail.com,01751026683,"RANISANKAIL COLLEGE, RANISANKAIL, THAKURGAON.,"
3507,GAREYA COLLEGE,gareyacollege.thakurgaon@yahoo.com,01717011166,"VILLAGE-GARYEA GOPALPUR, POST OFFICE-GAREYA,"
3508,SALONDER COLLEGE,salandar.college@yahoo.com,056152406,"VILLAGE-SALONDER, POST OFFICE-SALONDER,"
3509,PIRGANJ GOVT. COLLEGE,pgc_net@yahoo.com,02589933184,"P.O- PIRGANJ, P.S-PIRGANJ, DIST- THAKURGAON, Thakurgaon"
3510,BHULLI DEGREE COLLEGE,bhullydegreecollege@yahoo.com,01718616808,"VILLAGE-BHULLY, POST OFFICE-BHULLY,"
3511,ABDUR RASHID DEGREE COLLEGE,abdurrashiddegreecollege@gmail.com,01715455455,"VILLAGE: FARABARI, POST: FARABARI,"
3512,D. N. COLLEGE,dncollegethakurgoan3512@yahoo.com,01715547354,"P.O-NARAYANPUR. PIRGANJ. THAKURGAON.,"
3513,LAHIRI DEGREE COLLEGE,lahiridegreecollege@gmail.com,01710867879,"VILL: JAWNIA PO: LAHIRI,"
3514,RANISANKAIL WOMEN'S DEGREE COLLEGE,ranisankailwdcollege@gmail.com,01309129070,"RANISANKAIL. THAKURGAON,"
3515,CHANDARIA DEGREE COLLEGE,chandaria3515@gmail.com,01727976343,"PO: KARNAI,"
3516,"K. B. COLLEGE, HORIPUR",kbcollege1995@gmail.com,01739263165,"KATHALDANGI,"
3517,GAZIRHAT DEGREE COLLEGE,gazirhatcollege@gmail.com,01718272152,"VILL: GAZIRHAT, PO: BHORNIAHAT,"
3518,THAKURGAON SHIKKHAK PROSHIKHAN COLLEGE,,,","
3519,JABARHAT COLLEGE,jabarhatcollege@yahoo.com,01719666518,"PO: KARNAI, Upzilla: Pirganj, District: Thakurgaon., Thakurgaon"
3520,THAKURGAON LAW COLLEGE,thaklawcollege@gmail.com,056161782,"East Hazipara, Thakurgoan Sadar, Thakurgoan, Thakurgaon"
3521,SAMIRUDDIN SMRITY COLLEGE,samiruddinsmritycollege@gmail.com,0562256020,"BALIADANGI, Thakurgaon"
3522,THAKURGAON ROAD COLLEGE,thakurgaonroadcollege@yahoo.com,056161314,"THAKURGAON ROAD COLLEGE,POST-RAHIMANPUR,UPAZILA-THAKURGAON SADAR,DIST- THAKURGAON,POST CODE-5100., Thakurgaon"
3523,NEKMARAD BANGABANDHU GOVERNMENT COLLEGE,nbbc1972@gmail.com,01309129072,"VILL-NEKMARAD, POST-NEKMARAD, UPAZILA-RANISANKAIL, DIST-THAKURGAON, Thakurgaon"
3524,MOSLEMUDDIN DEGREE MOHABIDDALOY,moslemuddincollege@gmail.com,01716498953,"JIBONPUR, Thakurgaon"
3525,PIRGONJ MAHILA COLLEGE,bivutikumarroy5163@gmail.com,0562456383,"PIRGONJ MAHILA COLLEGE, Thakurgaon"
3526,LOHAGARA COLLEGE,lohagaracollege@yahoo.com,01716556702,"CHANDPUR, Thakurgaon"
3527,ABUL HOSSAIN SARKER COLLEGE,abulhossainsarkercollege@gmail.com,01718482098,"THAKURGAON SADAR, Thakurgaon"
3528,THAKURGAON SPECIAL TEACHERS TRAINING COLLEGE,bsed.thak@gmail.com,056161782,"Hazipara , Thakurgoan, Thakurgaon"
3601,MOQBULAR RAHMAN GOVT. COLLEGE,mrcollege@ymail.com,056861221,"DOCROPARA, PANCHAGARH, Panchagarh"
3602,PANCHAGARH GOVT. MAHILA COLLEGE,pgwc_bd85@yahoo.com,02587718163,"PANCHAGARH, Panchagarh"
3603,BHAJANPUR DEGREE COLLEGE,bhd.college.panchagarh@gmail.com,01309126192,"Post: Bhajanpur, Upazila: Tetulia, Dist: Panchagarh,"
3604,PATHRAJ GOVERNMENT COLLEGE,pathrajcollegeboda@gmail.com,01713788034,"COLLEGE PARA,"
3605,DEBIGANJ GOVT. COLLEGE,debiganjdegreecollege@gmail.com,0565456040,"COLLEGEPARA, DEBIGANJ, PANCHAGARH.,"
3606,MIRZA GOLAM HAFIZ COLLEGE,mghdcollege06@gmail.com,01716399951,"POST- CHOTODAP, ATWARI, PANCHAGARH.,"
3607,"AMLAHAR COLLEGE, PANCHAGARH",amla.d.college.panch@gmail.com,01710907358,"AMLAHAR,"
3608,SHAHID ZIAUR RAHMAN COLLEGE,principal.tu.pan@gmail.com,01722982367,"TUNIRHAT,"
3609,SAKOWA COLLEGE,sakeyacollege@gmail.com,07309125974,"Nagar Sakowa, Post: Sakowa, Thana: Boda, District: Panchagarh.,"
3610,BODA WOMEN COLLEGE,womencollegeboda@yahoo.com,0565356182,"THANAPARA, BODA, PANCHAGARH,"
3611,BALARAMPUR ADARSHA COLLEGE,bacollege99@gmail.com,01713760602,"VILL-CHAMESHORY. POST-ARAZI  MONDAL HAT,"
3612,BARRISTER JAMIR UDDIN SIRCAR INSTITUTE,barristerinstitute@gmail.com,056861414,"SHINGPARA,"
3613,TETULIA MAHABIDALAYA,tetuliacollege@gmail.com,01309126193,"Tetulia, Panchagarh,"
3614,MAIDANDIGHI DEGREE COLLEGE,mdighidegreecollege_panchagarh@yahoo.com,01848362401,"Post: Maidandighi, Upazila: Boda, Dist: Panchagarh., Panchagarh"
3615,JAGDAL COLLEGE,jagdalcollege456@gmail.com,01727960068,"JAGDAL, Panchagarh"
3616,MAJHIPARA MOHILA COLLEGE,mmd17.college@gmail.com,01309126194,"MAJHIPARA, Panchagarh"
3617,BAGDAHA COLLEGE,bagdahacollege3617@gmail.com,01712743730,"POST: BAGDAHA, Panchagarh"
3618,DEBIGANJ MOHILA COLLEGE,c.mostafiz@yahoo.com,0565456061,"DEBIGANJ .PANNCHAGORH, Panchagarh"
3619,ATWARI ADARSHA WOMENS COLLEGE,atwari.a.women.college@gmail.com,01309125865,"CHOTO DAP, ATWARI, PANCHAGARH, Panchagarh"
3620,BHAULAGONJ DEGREE COLLEGE,bhaulaganj126048@gmail.com,01740588341,"Village- Sarkar Para, Post- Bhaulaganj, Thana- Debiganj, Dirtricr- Panchagarh., Panchagarh"
3701,VICTORIA COLLEGE,principalvictoria962@yahoo.com,08165988,"COMILLA VICTORIA GOVT. COLLEGE COMILLA, Comilla"
3702,COMILLA GOVT. COLLEGE,comillacollegebd@yahoo.com,08168413,"POLICELINE, COMILLA-3500,"
3703,COMILLA GOVT. MAHILA COLLEGE,cgwc_1960@yahoo.com,08165853,"MONOHOR PUR, COMILLA., Chandpur"
3704,CHIORA GOVT. COLLEGE,cheoracollege@yahoo.com,01955981059,"Cheora, Chaddagram, Comilla.,"
3705,SHAHEBABAD COLLEGE,sdc105248@gmail.com,01919675184,"VILLAGE-SHAHEBABAD,POST-SHAHEBABAD,"
3706,BURICHANG ERSHAD COLLEGE,bedc1986@gmail.com,0802956132,"BURICHANG, COMILLA,"
3707,NAWAB FOYJUNNESA GOVT. COLLEGE,info@nfgc.edu.bd,0803251377,"PARCHIMGOAN, LAKSAM,"
3708,HASANPUR S. N. GOVT. COLLEGE,hasanpurcollege@yahoo.com,0802355556,"HASANPUR S. N. GOVT. COLLEGE, DAUDKANDI, COMILLA.,"
3709,DOLLAI NAWABPUR GOVT. COLLEGE,dollaicollege@yahoo.com,01309105403,"Chandina, Cumilla.,"
3710,AKBAR ALI KHAN KARIGARI & BANIJJA COLLEGE,akabam1985@gmail.com,01818227785,","
3711,POYALGACHHA COLLEGE,poyalgacha.degree.college@gmail.com,01718854281,"POST OFFICE: POYALGACHA BAZAR,"
3712,BORURA SHAHID SMRITI COLLEGE,bssgc.office@gmail.com,02334407035,"vill- Talagram, P.S- Barura, Dist.-Comilla.,"
3713,DEBIDDAR S. A. GOVT. COLLEGE,info@dsagc.edu.bd,0802453012,"DEBIDWAR UPZILLA HEAD QUARTERS,COMILLA,"
