DIVISION,DISTRICT,UPAZILA_THANA,EIIN,NAME,EDU_LEVEL,MOBILE,EMAIL,MANAGEMENT,MPO,STUD_TYPE
Dhaka,Narsingdi,Shibpur,112861,S.K.B DAKHIL MADRASA,Dakhil,01731131823,skbapakililmadrasa@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Savar,108442,DARUL ULUM AHSANIA DAKHIL MADRASHA,Dakhil,01857091670,duadm11077@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliganj,109157,MULGAON DARUL ULLM DHAKHIL MADRASHA,Dakhil,01723386303,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Gazipur Sadar,108999,BAGBARI HAKKANIA SALEHIA ALIM MADRASAH,Alim,01855958510,bhsam108999@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Rajbari Sadar,113479,CHAR SHAM NAGAR DAKHIL MADRASHA,Dakhil,01727941001,cdmrs3304022101@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narsingdi,Narsingdi Sadar,112712,CHAR MADHABPUR MADINATUL ULUM ALIM MADRASHA,Alim,01718214546,m112712cdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Kishoreganj Sadar,110477,MATHIA E.U. FAZIL (B.A) MADRASHA,Fazil,01848350351,meufm1943@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Savar,108444,KONAPARA DARUL ULUM ALIM MADRASAH,Alim,01813615115,md108444@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Bhuapur,114061,PALSIA DAKHIL MADRASAH,Dakhil,01714357912,pdm114061@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Madaripur,Shib Char,110872,CHARJANAJAT M.S. DAKHIL MADRASAH,Dakhil,01718116795,m110872c@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Bhairab,110285,JAGRARCHAR DARUSSONNAH MAHILA DAKHIL MADRASA,Dakhil,01753437452,jdmm110285@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Rajbari,Kalukhali,113379,PATURIA DAKHIL MADRASAH,Dakhil,01741184156,m113379@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Muksudpur,109649,SHIEKH FAZILATUNNESA MODEL MOHILA ALIM MADRASHA,Fazil,01712947599,mizan1171@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Kishoreganj,Itna,110339,ITNA NURPUR D.D. MADRASAH,Dakhil,01720137181,itnanurpurddmadrasah1982@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109298,EKDALA AWALIA BALIKA ALIM MADRASHA,Alim,01716088134,ekamadrasah1986@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Shariatpur,Zanjira,113673,GONGA NAGAR AH. IS. DAKHIL DAMDRSHA,Dakhil,01740843547,m113673gam@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Madhupur,114439,MODHUPUR ADORSHA ISALMIA FAZIL MADRASA,Fazil,01715628610,madhupurbd1aifm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Shariatpur,Bhedarganj,113522,CHARKUMARIA  ISLAMIA  FAZIL MADRASA,Fazil,01740926930,"ciam_1866@yahoo.com, m113522@gmail.com",PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliganj,109173,BHATIRA MADRASHATUL BANAT AL ISLAMIA,Dakhil,01720169828,,PRIVATE,NO,GIRLS
Dhaka,Kishoreganj,Katiadi,110429,PONG MASUA ADARSHA MOHILA DAKHIL MADRASAH,Dakhil,01726835311,pmamdmadrasha@yahoo.com,PRIVATE,YES,GIRLS
Dhaka,Gazipur,Kaliganj,109179,UTTAR JAMALPUR SABKER PARA DARUL ULUM BALIKA DAKHIL MADRASHA,Dakhil,01716519354,abdullahrbm@gmail.com,PRIVATE,NO,GIRLS
Dhaka,Dhaka,Kadamtali,108480,MURADPUR ISLAMIA   ALIM  MADRASAH,Alim,01712539835,muradpurislamiaalim madrash@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Gazipur Sadar,108997,NAYAPARA  EBDADIA  DAKHIL MADRASA,Dakhil,01711974068,nayapara.e.d.madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliganj,131853,MANIKPUR ABBASIYA DAKHIL MADRASHA,Dakhil,01721318088,,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109312,SULTANPUR MAMUNIA BALIKA DAKHIL MADRASHA,Dakhil,01916353172,,PRIVATE,YES,GIRLS
Dhaka,Gazipur,Kapasia,109286,EKURIA SERAGIA BALIKA DAKHIL MADRASHA,Dakhil,01718950340,mdtomiguddinmoral@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Gazipur,Sreepur,109393,GAZARIA MUSHARRAFUL ULUM DAKHIL MADRASHA,Dakhil,01729977683,bmeb109393@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Baliakandi,113287,TENTULIA DARUS SALAM ISLAMIA DAKHIL MADRASHA,Dakhil,01720514807,m113287@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Munshiganj,Munshiganj Sadar,135081,MADRASHATUL MADINA,Dakhil,01712118935,,PRIVATE,NO,BOYS
Dhaka,Shariatpur,Shariatpur Sadar,113640,CHANDRAPUR MAZIDIA ISLAMIA ALIM MADRASAH,Alim,01718378576,chandropuralimmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliganj,109164,FULDI GOUSIA SUNNIA DAKHIL MADRASHA,Dakhil,01835107383,fuldigsdhakhmadrasha@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Kalihati,114339,SAYA ISLAMIA ALIM MADRASAH,Alim,01714541516,m114339.saya@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Shariatpur,Zanjira,113665,SENERCHAR KARIMUDDIN MADBAR KANDI DAKHIL MADRASAH,Dakhil,01716449961,m113665skudm@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Dhaka,Savar,108446,BAIDGAON ISLAMIA DAKHIL MADRASAH,Dakhil,01712240885,md108446@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Narayanganj,Rupganj,112527,MUGARKUL MOHAMMADIA DAKHIL MADRASAH,Dakhil,01914057764,mugrakul.madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narayanganj,Narayanganj Sadar,112466,MUNSHIBAGH DARUL QUARAR ISLAMIA ALIM MADRASHA,Alim,01811122296,mdarulkarar@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Faridpur,Alfadanga,108613,BARANGKULA J. S. D. MADRASHA,Dakhil,01714562705,bjsdmadrasah@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Katiadi,110420,ZIRAR PAR DARUL ULUM DAKHIL MADRASAH,Dakhil,01714992043,jirarpardodmadrasah@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109272,NOYANOGAR MOTTAKIN PARA ALIM MADRASHA,Alim,01713526721,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Sakhipur,114656,MUNSHI GOONJ MOKSEDIA DAKHIL MADRASHA,Dakhil,01714679526,mmdm114656@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narsingdi,Narsingdi Sadar,135485,JAMEA QUASEMIA MOHILA KAMIL MADRASAH,Kamil,01818337046,jqms135485@gmail.com,PRIVATE,NO,GIRLS
Dhaka,Kishoreganj,Karimganj,110372,BAISHKAHONIA BHANGIRCHAR D.S. DAKHIL MADRASHA,Dakhil,01714636941,baishkahaniab.b.s.madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Kishoreganj Sadar,110476,HAYBATNAGAR A. U .KAMIL MADRASHA KISHOREGANJ,Kamil,01712-536991,hnauk.madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Hossainpur,110324,UTTAR GOBINDAPUR  MOHILA DHAKHIL MADRASAH,Dakhil,01724869373,ugmdm@yahoo.com,PRIVATE,YES,GIRLS
Dhaka,Tangail,Kalihati,114340,CHAR SINGULI  ANSARIA DAKHIL MADRASAH,Dakhil,,"csandama@gmail,com",PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliganj,109154,NORUN DAKHIL MADRASHA,Dakhil,01718155939,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Kalihati,114343,PARKHI RASULPUR DAKHIL MADRASAH,Dakhil,01717052875,parkhirasulpur114343@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Katiadi,110427,FEKAMARA F U GIRLS DAKHIL MADRASHA,Dakhil,01716232974,mad110427@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Kishoreganj,Bajitpur,110258,PIRIZPUR ISLAMIA DAKHIL MADRASA,Dakhil,01716756072,pirizpuridm110258@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Muksudpur,109644,BAHARA MOULOVI BAZAR ALIM MADRASHA,Alim,01715035684,baharambam109644@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Dhamrai,107946,KUSHURA ISLAMIA DAKHIL MADRASHA,Dakhil,01778357640,m107946@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Kashiani,109524,MAJRA MOHIUL ULAM FAZIL MADRASAH,Fazil,01724110378,majramufazilmadrasah@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Demra,107901,FULMOTI ISLMIA ALIM MADRASHA,Alim,01531945219,fulmoti1985@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narsingdi,Belabo,112564,DHAKKIN BOTESHWAR SHABUJ PALLY DAKHIL MADRASHA,Dakhil,01712369220,dbspdakhilmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Sreepur,109381,GAZIPUR FAZIL MADRASA,Fazil,01737251201,www.gazipurfazilmadrasha 1948@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Hossainpur,110315,SURATI AHMADIA SENIOR FAZIL MADRASAH,Fazil,01704489677,suratiafdm1941@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Bhuapur,114062,KHASBIARA DAKHIL MADRASA,Dakhil,01719064646,mmm114062@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Faridpur,Faridpur Sadar,108792,HAKKANI DORBAR SHARIF DHAKIL MADRASHA,Alim,01716301268,hakkanidarbarsharifamm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliakair,109106,GACHBARI EBADIA  DAKHIL    MADRSAH,Dakhil,01704701001,madrasah109106@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Tangail Sadar,114734,DHULATIA RAHMANIA DAKHIL MADRASHA,Dakhil,01868597409,drdmadrasah@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Faridpur,Boalmari,108692,DOHOR NAGOR ISLAMIA DAKHIL MADRASHA,Dakhil,01720029095,dnidm108692@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Dhaka,Savar,108439,UNAIL DARUL ULUM ISLAMIA ALIM MADRASAH,Alim,01709901129,uduiam80@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Gazipur Sadar,109027,M. A. RAZZAK MASTER DAKHIL MADRASA,Dakhil,01720215493,marmam@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narsingdi,Roypura,112804,KARIM GANJ DARUL ULUM  ALIM MADRASAH,Alim,01723441734,kduam112804@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Madaripur,Kalkini,110707,KROKIR CHAR AKIMON NESA BALIKA DAKHIL MADRASHA,Dakhil,01715997146,akimunnesa110707@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Tangail,Ghatail,114180,BOKSHIA DAKHIL MADRASHA,Dakhil,01725072176,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109257,ARALIA KARAMATIA FAZIL MADRASHA,Fazil,01715982976,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Faridpur,Nagarkanda,108898,KODALIA SHAHID NAGAR ALIM MADRASAH,Alim,01938951059,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Pakundia,110599,BARSHAGATI GIRL'S DAKHIL MADRASHA,Dakhil,01716942730,,PRIVATE,YES,GIRLS
Dhaka,Madaripur,Kalkini,110695,ENAYET NAGAR W.D. MADRASHA,Dakhil,01721814059,enwdm110695@hotmail.com/ enwdm110695@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Sakhipur,114665,TAKTER CHALA DAKHIL MADRASAH,Dakhil,01620392829,tcdm86@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Pangsha,134674,JIBONNALA PIRBARI ISLAMIA DAKHIL MADRASAH,Dakhil,01916744318,jibonnala134674@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Dhaka,Savar,134028,TAHFIZUL QURANIL KARIM FAZIL MADRASAH(RESIDENTIAL),Fazil,01683580937,tahfiz1992@gmail.com,PRIVATE,NO,BOYS
Dhaka,Dhaka,Mirpur,108204,BATTUL MOHARRAF SENIOR MADRASAH,Alim,01712539496,bitulmosharrafmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Nagarpur,134023,SHUNSHI ISLAMIA DAKHIL MADRASAH,Dakhil,01761532721,shunsidm@yahoo.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Nikli,110543,NANSRI SINGARPAR  ADARSHO DAKHIL MADRASHA,Dakhil,01718814851,www.nansri.sadm@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Tangail,Kalihati,114347,BIARA MARUA DAKHIL MADRASHA,Dakhil,01728174697,bmdm114347@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Tangail,Ghatail,114166,PORABARI PUBLIC FAZIL MADRASHA,Fazil,01717052805,zahidul2805@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narayanganj,Bandar,112393,JAMEA ISLAMIA ALIM  MADRASHA,Alim,01711618299,jameya112393@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Madaripur,Madaripur Sadar,110771,DHAKHINPARA NESRIA SENIOR MADRASA,Alim,01718042888,dnsm110771@gmil.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Muksudpur,109634,PANCHURIA DAKHIL MADRASA,Dakhil,01712488740,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kaliganj,109174,AZMATPUR DAKHIL MADRASHA,Dakhil,01917357483,azmatpurdakhilmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Sreepur,109398,BINDUBARE G A SINIOR MADRASHA,Alim,01790223772,bsm109398@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Kotalipara,109587,GACHAPARA  MOHILA DAKIL MADRASA,Dakhil,01748798850,gochaparamadrasah@yahoo.com,PRIVATE,YES,GIRLS
Dhaka,Tangail,Gopalpur,114267,ALAMNAGAR DAKHIL MADRASAH,Dakhil,01718528645,alamnagardm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109266,BAROIGAON MAHILA DAKHIL MADRASA,Dakhil,01814495726, ,PRIVATE,YES,GIRLS
Dhaka,Gazipur,Kapasia,109281,BARCHALA AMIR UDDIN DAKHIL MADRASHA,Dakhil,01732006205,bad.madrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Bhuapur,114043,KONABARI DAKHIL MADRASA,Dakhil,01718027203,kndm114043@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Cantonment,107852,MANIKDI AL ISLAH MOHILA ALIM MADRASAH,Alim,01622594798,al.islah1997@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Dhaka,Pallabi,108205,BAONIABAND ISLAMIA ALIM MADRASHA,Alim,01558004301,baoniabadislamiaa@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Rajbari Sadar,113478,AFRA ISLAMIA SIDDIKIA ALIM MADRASAH,Alim,01714772053,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Manikganj,Daulatpur,131775,ALHAJ PRINCIPAN ABU BOX KHAN KALLN TRUST ISLIMIA MOHILA MADRSHA,Dakhil,01783489828,,PRIVATE,NO,GIRLS
Dhaka,Rajbari,Pangsha,131731,SENGRAMPARA   MOHILA  DKHIL MADRASHA,Dakhil,01796514277,md131731@gmail.com,PRIVATE,NO,GIRLS
Dhaka,Faridpur,Sadarpur,108932,KAREER HAT DAKHIL MADRASAH,Dakhil,01740991444,kareerhat2000@gmail.com        ,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Munshiganj,Serajdikhan,111195,SIDDIQUE AKBAR DAKHIL MADRASAH,Dakhil,01712435950,sadmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Madhupur,114441,NAGBARI TALIMUL ISLAM DAKHIL MADRASHA,Dakhil,01724360574,m114441@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Baliakandi,113289,BALIAKANDI  DAKHIL  MADRASHA,Dakhil,01782947203,balikandidakhilmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Karimganj,110377,SHAGOLI SHAHIDI GOROSTHAN DAKHIL MADRASAH,Dakhil,01714265007,sagulisgdm2010@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Mirpur,108203,MUHAMMADABAD ISLAMAIA ALIM MADRASHA,Alim,01819020642,miam19103@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Mithamain,110523,CHARIGRAM TAGURIA NURUL ULUM DAKHIL MADRASAH,Dakhil,01910098031,charigrammadrasha1958@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Faridpur,Boalmari,108693,BOALMARI  SOLNA   SALAMIA   FAZIL  MADRASHA,Fazil,01725402274,bssfmf@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Khilgaon,108066,KADERIA TAHERIA DAKHIL MADRASAH,Dakhil,01938601161,kaderiataheria.dm@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Narsingdi,Manohardi,112628,MONOHARDI DARUL ISLAM DAKHIL MADRASAH,Dakhil,0167841225,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Gopalpur,114265,JHAWAIL DARUL ULUM ISLAMIA DAKHIL MADRASHA,Dakhil,01718028519,m114265@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109275,BORIBARI ISLAMIA DAKHIL MADRASAH,Dakhil,01762465631,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Dhaka,Mohammadpur,108246,ADARSHA ISLAMI MISSION MOHILA KAMIL MADRASAH,Kamil,01732302286,aimmkm@hotmail.com,PRIVATE,YES,GIRLS
Dhaka,Tangail,Sakhipur,114661,JITASHOWRI RASHIDIA DAKHIL MADRASHA,Dakhil,01720321505,jitashawrimadrasa2@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Gopalpur,114254,CHANPUR DEYANATIA ADARSHA DAKHIL MADRASHA,Dakhil,01626068071,m114254@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Karimganj,110373,KANDAIL DARUSSALAM DAKHIL MADRASAH,Dakhil,01778691434,kandailmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Kishoreganj Sadar,110482,NAGUA AYESHA AHAD DAKHIL MADRASAH,Dakhil,01728008359,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narsingdi,Belabo,112571,DULAL KANDI DAKHIL MADRASA,Dakhil,01720651810,dkdm2015@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Rajbari Sadar,113468,BRICHATRA DARUSSUNNAH FAZIL MADRASHA,Fazil,01712541994,brichatramadrasah1963@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Madaripur,Kalkini,110702,UTTAR RAMJANPUR JINNATIA HAMIDIA DAKHIL MADRASHA,Dakhil,01732453729,uttarramjanpurzhdm110702@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Manikganj,Saturia,111021,BALIATI DAKHIL MADRASAH,Dakhil,01714983054,"liakat_70@yahoo.com,m111021bdm@gmail.com",PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Madaripur,Kalkini,110693,SHANGHATA FAZIL MADRASHA,Fazil,01719659700,snanghataifmkal110693@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Shariatpur,Naria,113603,RAJNAGAR JAME-UL-ULUM DAKHIL MADRASHA,Dakhil,01729138799,rajnagar.ju.dakhil.madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Muksudpur,109639,UJANI AZIZIA DAKHIL MADRASA,Dakhil,01714223212,mm109639m@gmil.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Munshiganj,Serajdikhan,131712,KALINAGAR MOHAMMADIA DAKHIL MADRASAH,Dakhil,01714449854,kalinagarmd.madrasah@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Tangail,Nagarpur,114451,AAG DIGHULIA ISLANIA DAKHIL MADRASHA,Dakhil,01718145528,aagdighuliaislimiadm@yahoo.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Narsingdi,Manohardi,112638,TARAKANAI T.Q. A.H GIRLS DHAKIL MADRASAH,Dakhil,01689073325,tarakandimadrasah@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Dhaka,Keraniganj,108103,EQURIA MOHAMMADIA ISLAMIA DAKIL MADRASHA,Dakhil,01716891561,,,NO,CO-EDUCATION JOINT
Dhaka,Munshiganj,Sreenagar,111229,DAYHATA GOWSUL AZAM JILANIA DAKHIL MADRASAH,Dakhil,01756635827,dayhata1oo@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Munshiganj,Tongibari,134543,KAICH MALDHA WAHED ALI HOWLADER GIRLS DAKHIL MADRASAH,Dakhil,01819939378,kwhgdmadrasah134543@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Faridpur,Bhanga,108649,BHARILHAT BESARIA DAKHIL MADRASHA,Dakhil,01721404416,,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Dhanbari,114417,NARILLAH DARUS SUNNAT HAZI ABDUL KHALEK SUFIA MOHILA DAKHIL MADRASHA,Dakhil,01838714478,,PRIVATE,NO,GIRLS
Dhaka,Gazipur,Sreepur,109396,BARAMA ISLAMIA FAJIL MADRASA,Fazil,01727847279,m109396@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109305,SALDAOI FAZIL MADRASAH,Fazil,01716313080,saldaoifazilmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Pangsha,113391,MYSHALA DARUL ULUM MOHAMMDIA DAKHIL MADRASHA,Dakhil,01714296861,mad113391@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Faridpur,Boalmari,108698,PURBA BHATDI ISLAMIA DAKIL MADRSHA,Dakhil,01710654303,purbobhatdiis.dmi@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Kapasia,109268,BORI BARI BALIKA DAKHIL MADRASHA,Dakhil,01792635571,,PRIVATE,YES,GIRLS
Dhaka,Tangail,Tangail Sadar,114739,KAZIPUR MOHILA DAKHIL MADRASHA,Dakhil,01720095081,,PRIVATE,YES,GIRLS
Dhaka,Munshiganj,Lohajang,111122,MASADGAON ABDUL LATIF KHAN ALIM  MADRASHA,Alim,01625973818,malkam1969@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Kishoreganj,Karimganj,110379,BARGHARIA FAZIL KHALI ISLAMIA DAKHIL MADRASHA,Dakhil,01710005425,bfidmad@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Rajbari,Rajbari Sadar,113476,BARAT AKIRON NESSA ISLAMIA ALIM MADRASHA,Alim,01704516466,akirannessa@yahoo.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Faridpur,Boalmari,108703,SHAHARUL  LAILA   DINA   ALIM  MADRASHA,Alim,01728312349,saharullailadinaailmmddrasha@yahoo.,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gazipur,Gazipur Sadar,109014,CHANDA PARA DARUIT TALIM JAMERIA DAKHIL MADRASA,Dakhil,01729732526,www.cpdjdm.edu.bd,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Narayanganj,Narayanganj Sadar,112473,FEROJA KHATUN MOHILA DAKHIL MADRASHA,Dakhil,01783980830,mhelaluddin3040@gmail.com ,PRIVATE,NO,GIRLS
Dhaka,Munshiganj,Serajdikhan,111191,"RASULPUR ISLAMIA DAKHIL MADRASHA,SIRAJDIKHAN",Dakhil,01719646973; 01718592523,ridmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Shariatpur,Gosairhat,113572,IDILPUR DAKHIL MADRASA,Dakhil,01721647087,edmghat@gmil.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Gopalganj,Muksudpur,134669,AL-HAJJ ABDUL GAFUR DAKHIL MADRASAH,Dakhil,01749852512,abdulgafurdakhil01@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Dhaka,Dhaka,Khilkhet,107836,KHIL KHET ISLAMIA DAKHEL MADRASHA,Dakhil,01612888488,infokidm1992@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Basail,114004,HABLA SALAFIA GIRLS DAKHIL MADRASAH,Dakhil,01724572127,www.hablasgdm@gmail.com,PRIVATE,YES,GIRLS
Dhaka,Kishoreganj,Hossainpur,110319,ASUTIA SAMADIA DHAKHIL MADRASAH,Dakhil,01719372570,ashutiasamadiadm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Dhaka,Tangail,Delduar,114103,PARAKHALI GIRLS DAKHIL MADRASHA,Dakhil,01726834858,pbd.madrasah@gmail.com,PRIVATE,YES,GIRLS
